character,degree,weighted_degree,betweenness,mentions
Kórchevo,7,7,0.0008154332392218271,2
Caroline the,7,7,0.0007482436130595945,1
shabby cadet,7,7,0.0007482436130595945,1
Dórokhov,6,7,8.315705722574933e-05,3
Yaúza,5,7,0.0,5
von Mautern,7,7,0.00011030287034565899,1
Scriptures,7,7,0.0012147739211041744,2
Zakhár,3,7,0.0,7
David,6,7,0.0003555856180395951,2
Prince Nicholas,6,7,0.0009245924943418815,3
Rostóvs,6,7,0.0021508897021103404,5
Czartorýski,7,7,0.0014281029138747884,2
Mary Hendríkhovna’s,3,7,0.0,5
dim-eyed,7,7,0.0006153110478868085,1
Bélaya Tsérkov,5,7,0.001333670947077863,3
Charles,7,7,2.477651582723831e-07,1
Mademoiselle George,7,7,0.002312717151520687,10
Hippolyte,6,7,0.000932148116436462,6
Márya Dmítrievna’s,4,7,0.00044320828380197785,10
Louis XIV’s,7,7,2.477651582723831e-07,1
Louis Philippe,7,7,2.477651582723831e-07,1
Rameau,6,7,0.00045637073339749524,2
Charles X,7,7,2.477651582723831e-07,1
Mílka,3,7,0.0003375064138818965,5
Zinaída Dmítrievna’s,7,7,0.0006153110478868085,1
gaunt,7,7,0.0006153110478868085,1
Drubetskáya,7,7,0.000875369353245966,2
Gospel,6,6,0.0007407609058328006,4
Je,6,6,0.0014103156126248472,5
Saviour,6,6,0.0024304129207999674,6
Túchkov,6,6,0.00395947920162022,6
Solomon,6,6,0.00021144566936228323,3
Alexandre,6,6,0.0014191988265842104,2
Assessor,6,6,8.904087290578232e-06,1
Councilor,6,6,8.904087290578232e-06,1
Cossack,6,6,0.0008114821805564961,5
Armfeldts,6,6,0.00011061700434159562,1
Seslávin,5,6,0.0003033844105046657,2
Steins,6,6,0.00011061700434159562,1
Bennigsens,6,6,0.00011061700434159562,1
Mary Víktorovna,6,6,0.0006060171911739036,1
Radzivílov,6,6,0.0007171355542257362,1
Katie,5,6,0.00040955052118115656,6
Voilà Marie,6,6,0.0005331184018106975,1
Zdrzhinski,5,6,0.0003654878622751093,3
Donéts,4,6,0.0001098465882362725,4
Sergéy Kuzmích Vyazmítinov,6,6,0.0006060171911739036,1
Chubby,6,6,0.0004674986318931046,1
Prince Vyázemski,6,6,2.308576129541122e-05,1
Schön Grabern,4,6,0.0006482959577966894,7
Augustin,5,6,0.0,2
Apocalypse,6,6,0.0003062536767968257,3
Prince Meshchérski,5,6,0.0006969749917601673,2
Karp,4,6,0.0014191988265842104,12
Valúev,6,6,2.308576129541122e-05,2
Yúri Dolgorúkov,6,6,2.308576129541122e-05,1
Vozdvízhenka,5,5,0.0032807500695698133,4
Uncle Pierre,5,5,0.0010499937008386652,1
Akhrosímova,4,5,0.00048131314166209116,3
Angel,5,5,3.7378648447279366e-05,2
chin,5,5,4.614711940886837e-05,1
Natalie,4,5,0.0007941386882792436,8
Stolýpin,4,5,3.2390624736697446e-05,2
Dmítrov,5,5,6.813497986567713e-05,1
Comte Pierre Besouhoff,5,5,0.0,1
Friedland,4,5,0.0005210105126898178,4
Sérpukhov,5,5,6.813497986567713e-05,1
Gervais,4,5,3.2390624736697446e-05,2
Pelagéya Danílovna,5,5,0.0006774959763378281,9
Hélène Bezúkhova,5,5,0.0012901544412221814,1
Cygne,3,5,0.0,2
Julie saw Borís’,5,5,4.614711940886837e-05,1
Túla,5,5,6.813497986567713e-05,1
marry Bourienne,5,5,0.0005820466399199671,1
Lopukhín,5,5,0.0004708792986645449,2
Vítebsk,5,5,0.0012827426318204323,5
Dmítri,5,5,0.0008459439580349629,8
Madame de Staël,5,5,0.00014320917012499985,1
Melyukóvs,5,5,0.0038510899653484954,6
Ostermann,5,5,0.00024797180578775666,3
aussi spirituelle,5,5,5.97136250310789e-05,1
Vogel,5,5,0.0006689088573811377,1
Hélène Bezúkhova’s,5,5,5.97136250310789e-05,1
que belle,5,5,5.97136250310789e-05,1
Simon,5,5,0.00158723267003183,9
Alexander Pávlovich,5,5,3.7378648447279366e-05,1
Vicomte,4,5,0.00018533210698610646,3
Mortier,5,5,0.0017708360580820036,4
Aubert-Chalmé,5,5,1.4536528657593472e-05,1
Savélich,2,5,0.0,6
Petersburg Pierre,5,5,0.0005057870297194516,1
Thomas à Kempis,5,5,0.0005057870297194516,1
merry,5,5,0.0009684675160013654,1
de la Vièrge,5,5,0.0010499937008386652,1
Gospels,5,5,0.0020435571967647023,3
Vyazmítinov,4,4,1.5757985894786035e-05,1
Anna Mikháylovna Drubetskáya,4,4,0.0005365816481453523,2
Prince de Hohenlohe,4,4,9.237183124406158e-05,1
Englishman,2,4,0.0,5
Aliment de poison,4,4,0.0,1
Golítsyn,3,4,0.00045609014924323147,3
“Prince Vasíli’s,4,4,0.0002186267801137263,1
Shevárdino,4,4,0.001149784003929986,6
Pétenka,4,4,0.0,1
de ma,4,4,0.0,1
Fédya,3,4,0.0,2
Prince Dolgorúkov,3,4,0.003648199952181292,4
Aunt,2,4,0.0,8
Rhetor,1,4,0.0,6
Prince Schwartzenberg,4,4,0.0004888700051282439,1
Elizabeth,4,4,0.0042457037521555566,2
Valúevo,4,4,0.002834433410636063,3
Saltykóv,4,4,1.5757985894786035e-05,1
Auerstädt,4,4,0.00031897372877307857,4
Sávishna,4,4,0.00027262494123217365,1
Gallop,4,4,0.00010328309988843974,2
Count Rostopchín,4,4,0.00017751263035130105,5
Knyazkóvo,4,4,0.0008492247345394763,3
Apráksins,4,4,3.64494858049337e-05,2
Prince de Lichtenstein,4,4,9.237183124406158e-05,1
Comte de Langeron,4,4,9.237183124406158e-05,1
Zherkóv,4,4,0.0014804448845032003,8
Saint Peter,4,4,0.00023577173201555553,1
Mademoiselle Przazdziecka,4,4,1.995289803927962e-05,1
Postmaster,4,4,2.558738361794793e-06,1
Uncle Shinshín,4,4,0.0005109230319475525,1
Tendre,4,4,0.0,1
G. V. and,4,4,0.0,1
O,4,4,0.0,1
N. and S,4,4,0.0,1
Rousseau,4,4,0.0018742398815804597,3
Nicholas Andréevich,4,4,0.00021948655304907368,2
Golukhovski,4,4,1.995289803927962e-05,1
Básov,4,4,1.995289803927962e-05,1
Shcherbínin,3,4,3.9642425323581296e-06,4
Bogdánich,3,4,0.0,4
Hurrah,4,4,0.0016968817270618883,6
Andrew Savostyánov’s,4,4,0.00043339904823849756,1
Bítski,4,4,0.00013958251710958957,2
Dóbroe,3,4,9.282934596605287e-06,2
Váska Denísov,4,4,0.00016351616508458082,6
un ami,4,4,0.0,1
mais pas pour,4,4,0.0,1
Quarante mille,4,4,0.0,1
Buxhöwden,4,4,0.0003328088756804932,5
garçon de rien comme cet individu,4,4,0.0,1
Louisa Ivánovna,2,4,0.0,3
Zhilínski,2,4,0.0,3
Count Ostermann,4,4,9.78596448883749e-05,2
Maria Theresa,4,4,0.0005123371042034852,2
Saint Paul,4,4,0.00023577173201555553,1
sans qui,4,4,0.0,1
douceur,4,4,0.0,1
Masons,3,4,0.0,2
Melyukóvka,3,4,0.0,3
Adam,2,3,0.0,2
Gerásim,3,3,0.0014191988265842104,2
Saragossa,3,3,0.00012123063219695135,1
Rich,3,3,0.0001689296795763491,1
jeune homme,3,3,0.0,2
amie,3,3,0.0,1
Charles IX’s,3,3,0.00040667025086131814,2
Mademoiselle George’s,3,3,0.0,1
Métivier,3,3,0.0,3
Princesses Gorchakóv,3,3,0.000988783790605187,1
Everywhere Bonaparte,3,3,0.0004032204084259538,1
Mary Ivánovna,3,3,4.597530290754586e-05,1
Mary Bogdánovna,2,3,0.0,9
Philip,2,3,4.559687469837914e-06,2
Evidently Speránski,3,3,9.697984083924729e-05,1
Qui,3,3,0.00013371446280675402,3
Napoleon Bonaparte,3,3,0.00017425248795142748,1
Peter Fëdorovich’s,3,3,0.0,1
Weib,3,3,0.0,1
Vewy,2,3,0.0,2
Wallachia,3,3,0.0,1
Alexander Moldavia,3,3,0.0,1
Anísya Fëdorovna,3,3,0.002856392732573523,7
Kámensky,3,3,0.00021948655304907368,1
Daniel whispered,3,3,0.0006741764854400154,1
Militiamen,3,3,0.0003657102128226444,1
Natásha Pierre,3,3,0.0006244065453631484,1
Clausewitz,3,3,0.0005260087478029178,1
Herr,3,3,0.0001903329345011316,1
Lyádov,3,3,0.002633894343319552,2
Nikíta,3,3,0.0014191988265842104,2
Moldavia,3,3,0.0,1
Schoss,2,3,0.0014191988265842104,8
Word,3,3,2.327489953485721e-05,1
Pierre Bezúkhov,3,3,0.0004982655054859529,2
Tilsit,3,3,0.0003530975366171792,3
das soll,3,3,0.0,1
Véra Rostóva,3,3,0.0,1
Arábchik,3,3,0.000195083100589255,1
B,3,3,0.0,1
Gabriel,2,3,0.0,4
Holy Ghost,3,3,2.6981360483118258e-05,1
Franz,3,3,9.237183124406158e-05,1
Karl Bogdánich Schubert,3,3,0.00016654395678319955,1
Synod,3,3,0.0012059286658921108,1
Kirghíz,3,3,0.0005835113313565914,1
Múdrov,3,3,0.0,1
Frise,3,3,0.0,1
Arbát,2,3,0.0,4
Prince Hippolyte Kurágin,3,3,1.3040473146594074e-05,1
Brünn,3,3,9.327198759290381e-05,2
Milorádoviches,3,3,4.9681432805652355e-05,1
Son,3,3,2.6981360483118258e-05,1
tipsy,3,3,0.0007900308250424253,4
Túshin,3,3,0.0005567016577139284,3
Peter Petróvich Konovnítsyn,3,3,4.9681432805652355e-05,1
Alexéy Petróvich,3,3,0.001680698763486346,1
Bórovsk,3,3,6.631828994121719e-05,1
Figner,3,3,1.6636857135564837e-05,1
Frenchmen,3,3,0.0016921445594742718,3
daughter.)—“My,3,3,0.0004897976591699461,1
Likhachëv,3,3,0.0002333335273163097,4
Cadet Rostóv,3,3,0.00016124196708533159,1
Amélie,3,3,9.436541387844299e-05,2
Cyril Vladímirovich Bezúkhov,2,3,0.0,3
Mary Bolkónskaya,3,3,3.7848371315482526e-05,2
Louis XVII,3,3,0.0,1
Bourbon,3,3,0.0,1
Queen,3,3,0.0,2
Marry,3,3,0.0001689296795763491,2
Kurágins,3,3,0.0006241452183934479,3
Sismondi,3,3,0.0004550410549962501,1
Countess Véra,3,3,0.0004982655054859529,2
Countess Rostóva’s,3,3,9.393950506948618e-05,1
Strauch,3,3,0.00020839491787224342,1
Lieutenant Berg,3,3,0.000302935844032256,1
think?”—she,3,3,0.00027099636483041834,1
Jerome,3,3,0.0,1
"couture,*(3",3,3,0.0,1
rang,3,3,0.00011899713497734213,3
Faster,3,3,0.0028364155319022416,3
Epistles,3,3,0.0,1
Kitty Odýntsova,3,3,0.00016309724100459157,1
Alexander Prince Vasíli,3,3,6.0663544993929636e-05,1
Michael Zakhárych,3,3,0.00017116971138664972,1
russe de cœur,2,3,0.0,2
Constantine Pávlovich,3,3,0.0002816816246015662,1
Paul Timoféevich,3,3,0.00017116971138664972,1
Arnauts,3,3,0.00011598154635267165,1
Gazette,3,3,0.00029907265271695573,2
Prince Peter Mikháylovich Volkónski,3,3,2.2779745940962207e-05,1
Tit,3,3,0.0016423151594331716,4
Pierre and Nesvítski,3,3,0.0016921445594742718,1
Adráksin,2,3,0.0,2
Guardsmen,3,3,0.00011598154635267165,1
Baron Stein,3,3,2.2779745940962207e-05,1
Olga,2,2,0.00015685988408452423,2
Anna Schérer’s,2,2,6.387673660691195e-05,1
Anísya Fëdorovna’s,2,2,2.1959321937459944e-05,1
Rugáy,2,2,2.1959321937459944e-05,1
Alexander Golítsyn,2,2,0.0,1
highfalutin words,2,2,0.0,1
Lubomírski,2,2,0.0,1
Anna Makárovna,2,2,7.916111457640232e-05,3
Karágina,2,2,8.298497040482087e-05,1
Jacquot,2,2,0.0005250626177844542,1
Moskowa,2,2,0.0,1
Voltaire,2,2,0.0,1
Dessaix,2,2,0.0014191988265842104,4
Obolénski,2,2,4.8453465254083915e-05,2
Pitt,2,2,0.00027502003622006883,1
Count T,2,2,0.0,1
Ilyúshka,2,2,1.987938158312513e-05,2
Davýdov,2,2,0.0,2
Gírchik,2,2,0.0,1
Matthew Ermíshin,2,2,0.0001689296795763491,1
Dmítri Onúfrich,2,2,0.0,1
Semënovsk,2,2,0.0,1
Mítka,2,2,0.0014191988265842104,3
Nastásya Ivánovna,2,2,0.0001555982549182,2
Catherine Semënovna,2,2,0.0,2
Michael Sidórych,2,2,0.0,1
Herr Dimmler,2,2,0.0,1
sprang helter-skelter,2,2,2.8704406521151124e-05,1
Daniel Cooper,2,2,0.0001353783799200149,3
Que,2,2,0.0,1
meek,2,2,1.9821212661790648e-06,2
Drónushka,2,2,0.0,2
Wagram,2,2,0.0,3
Prince Theodore,2,2,6.423615319702218e-05,2
Prince Vasíli Sergéevich,2,2,6.208930793295497e-05,2
Genlis,2,2,0.0002231163328489606,1
Potier,2,2,0.0,1
Pelagéya Danílovna’s,2,2,0.0001555982549182,1
Irína Vasílevna,2,2,2.051163931672694e-05,1
Peter Ivánovich Bagratión,2,2,0.0,1
Apráksin,2,2,0.0,1
Mucius Scaevola,2,2,0.0004550410549962501,1
Prince Hippolyte’s,2,2,0.0004920284675679709,1
Raévski Redoubt,2,2,0.0008803035910499501,1
Kutáysov,2,2,0.0,2
Talma,2,2,0.0,1
Dmítri Sergéevich,2,2,0.00019313970689791257,1
Soyez,2,2,4.8046133760559155e-05,1
Peter the Hermit,2,2,0.0,1
Robespierre,2,2,0.0009040455379523762,1
Shevárdino Redoubt,2,2,0.00014506537525623415,2
Godfreys,2,2,0.0,1
Minnesingers,2,2,0.0,1
Funke,2,2,1.9452130291039797e-05,3
Prince Vasíli Kurágin,2,2,0.0,1
Stevens,2,2,0.0003980788827121937,2
Jacob,2,2,0.00024676674516679734,1
Julie latterly,2,2,1.2405590626395184e-05,1
Theodore Uvárov,2,2,7.54259336896037e-05,1
Górki,2,2,0.00045609014924323147,3
Kornikí,2,2,0.0,1
Orlóv,2,2,0.0005918280693980303,3
Duchénois,2,2,0.0,1
Mamónov,2,2,0.0001483978130051367,1
Stepánovich Adráksin,2,2,0.0007095994132921052,1
Chatróv,2,2,0.00027502003622006883,1
Der Krieg,2,2,0.0,1
Der,2,2,0.0,1
God Himself,2,2,7.916111457640232e-05,1
Ansicht,2,2,0.0,1
Elias Mitrofánych,2,2,0.0,1
Mimi,2,2,8.688985930065887e-05,3
Tambóv,2,2,0.0,1
Paul Ivánovich Kutúzov,2,2,0.0,1
Dmítri Vasílevich,2,2,0.0,1
Ilágins,2,2,0.0,1
Malvíntseva,2,2,0.0003657739973418366,1
The King of Prussia,2,2,9.76982848095866e-05,2
Sometimes Pierre,2,2,0.00010570309403947639,1
Comte N. N.—le,2,2,0.0,1
Capitaine S. S,2,2,0.0,1
Barclay de Tolly,2,2,4.235540466357966e-05,1
Andrew kissed,2,2,5.658978501849372e-05,1
Vasílich,2,2,0.00012187853758202218,3
Peter Petróvich,2,2,0.00048675246303487955,1
Shúya,2,2,0.0,1
Glogau,2,2,5.052549779548665e-05,1
Dokhtúrov—Kutúzov,2,2,0.0,1
Medýn,2,2,8.510087491710057e-05,1
Gúryev,2,2,0.00012535508035368598,1
Vladímir,2,2,0.0,2
Beyond Shámshevo,2,2,0.00023426272636902618,1
Beside Denísov,2,2,5.940071350073137e-06,1
Sergeant Fédchenko,2,2,0.00032641002070555155,1
Captain Brózin,2,2,0.0,1
Ekonómov,2,2,4.0568905564539684e-05,2
Joseph Bazdéev’s,2,2,0.0014191988265842104,2
Agraféna Ivánovna,2,2,0.0,3
Gentleman,2,2,6.423615319702218e-05,1
Prince V,2,2,0.0,1
La voilà donc enfin,2,2,0.0,1
Husband,2,2,0.0,2
n’t Hippolyte,2,2,9.597070486849264e-05,1
Moscou la,2,2,0.0,1
Je suis,2,2,0.0001240829576964319,1
Eýkhen,2,2,0.0,1
Count Ostermann-Tolstóy’s,2,2,0.0,1
Broussier,2,2,8.510087491710057e-05,1
Drowsiness,2,2,0.0,1
Deméntyev,2,2,0.00012535508035368598,1
Joseph Bazdéev,2,2,0.0,2
Topchéenko,2,2,0.00012535508035368598,1
Bazdéevs,2,2,0.0,1
Empewo,2,2,4.6068860867887575e-05,2
now”—Michael Ivánovich,2,2,0.00013159189334006988,1
Pokróvka Streets,2,2,0.0,1
un sot,2,2,6.544468175555767e-05,1
Maman,2,2,0.0,2
Villain,2,2,0.0,1
Firhoff,2,2,3.133723192770693e-05,1
Hoch Russen,2,2,0.0,1
the von Bergs,2,2,7.417612132988161e-05,1
Andrew Nikoláevich,2,2,0.0,1
Amalek,2,2,1.0397287964161082e-05,1
Vienna Kutúzov,2,2,0.0002231163328489606,1
Captain Timókhin,2,2,0.0014191988265842104,2
Prince Prozoróvski,2,2,0.00012123063219695135,1
Religion,2,2,0.0,1
Near Dóbroe,2,2,0.00034959131197128773,1
Wlocki,2,2,0.0,1
Petersburg Berëzina,2,2,7.805542523268191e-05,1
Countess Zúbova,2,2,0.00016852831411488908,2
someone?—he,2,2,6.423615319702218e-05,1
Stepán Stepánych,2,2,0.0,1
Mary Abrámovna,2,2,0.0,1
Daniel the head,2,2,0.00017145549172658915,1
Kaiser Alexander,2,2,0.0,1
Márya Antónovna Narýshkina,2,2,1.9164531860018563e-05,1
Rook,1,2,0.0,5
Entrez,2,2,0.0,1
Ozheg-zheg,2,2,6.927243557619344e-05,1
Lelorgne d’Ideville,2,2,0.0,3
Nikólski,2,2,0.0,1
Tell Denísov,2,2,0.0001470645322996067,1
mot d’ordre,2,2,0.0,1
Monsieur de Jobert,2,2,0.0,1
Sufferer,2,2,8.44332474724013e-05,1
N’ayez pas peur,2,2,0.0,1
Agraféna Ivánovna Belóva,2,2,0.0,1
buff,2,2,6.0819074932908316e-05,4
Sacred Heart,2,2,0.0,1
de Charon,1,1,0.0,1
Kiríl Andréevich,1,1,0.0,1
Joconde,1,1,0.0,1
Michael Ivánovich’s,1,1,0.0,2
“Prince Andrew,1,1,0.0,1
Baron Asch,1,1,0.0,1
Arc,1,1,0.0,1
Joan,1,1,0.0,1
Dron Zakhárych,1,1,0.0,1
windy evening,1,1,0.0,1
Asch,1,1,0.0,1
Diana,1,1,0.0,2
Barbara Ivánovna,1,1,0.0,2
Monsieur Kiril,1,1,0.0,3
Denísov overnight,1,1,0.0,1
He”—he,1,1,0.0,1
Michael Feoklítych,1,1,0.0,1
Komaróv,1,1,0.0,1
Esaul Lováyski,1,1,0.0,1
Vlas,1,1,0.0,1
Barthélemi,1,1,0.0,1
Litashëvka,1,1,0.0,1
Flabby,1,1,0.0,1
Lily,1,1,0.0,1
Captain Yákovlev,1,1,0.0,1
Sabastiani,1,1,0.0,1
Bagovút,1,1,0.0,1
Vólga,1,1,0.0,1
Brónnikov,1,1,0.0,1
Lavra,1,1,0.0,1
Saint Nicholas,1,1,0.0,1
Prince Shcherbátov’s,1,1,0.0,1
Tíkhon,1,1,0.0,1
Vincent Bosse,1,1,0.0,1
Marshal Junot’s,1,1,0.0,1
filez,1,1,0.0,1
Nun,1,1,0.0,1
Luther,1,1,0.0,1
Je suis vot’e homme,1,1,0.0,1
“Prince Theodore,1,1,0.0,1
Kwüdener,1,1,0.0,1
Mary Antónovna’s,1,1,0.0,1
Prince Alexander,1,1,0.0,1
strawberry,1,1,0.0,1
England,1,1,0.0,1
Petersburg Natásha,1,1,0.0,1
Terénty,1,1,0.0,1
Morel,1,1,0.0,2
Bogdánovich,1,1,0.0,1
Mary darling,1,1,0.0,1
Peter Ilýnich,1,1,0.0,2
Joseph de Maistre,1,1,0.0,1
Filez,1,1,0.0,1
Andrew rang,1,1,0.0,1
Anna Ignátyevna,1,1,0.0,1
Beyond Valúevo,1,1,0.0,1
Poniatowski,1,1,0.0,1
seemed topsy-turvy,1,1,0.0,1
Sacred Host,1,1,0.0,1
Jesus Christ,1,1,0.0,4
Filí,1,1,0.0,1
Scherbínin,1,1,0.0,1
Davout,1,1,0.0,1
Beside,1,1,0.0,1
Gérard,1,1,0.0,5
Campan,1,1,0.0,3
Nikíta Iványch,1,1,0.0,1
Pernetti,1,1,0.0,1
Fabvier,1,1,0.0,1
M. de Beausset,1,1,0.0,6
Paul Ivánovich,1,1,0.0,1
nicht den,1,1,0.0,1
Zweck,1,1,0.0,1
Márin,1,1,0.0,1
Gerákov,1,1,0.0,1
serfs,1,1,0.0,1
Mávra Kuzmínichna,1,1,0.0,9
Matrëna Timoféevna,1,1,0.0,1
Nikítski,1,1,0.0,1
Divine Providence,1,1,0.0,1
Prince Kutúzov’s,1,1,0.0,1
Márya Fëdorovna,1,1,0.0,1
Mary Nikoláevna’s,1,1,0.0,1
Ivánovs,1,1,0.0,1
Gruzínski,1,1,0.0,1
Prince Gruzínski’s,1,1,0.0,1
Makár Alexéevich,1,1,0.0,1
